종목,symbol,stock_code,업종,type_code,WICS,WICS_code,연도,자산,부채,자본,매출액,액면가
에스원,158501,12750,서비스업,26,상업서비스와 공급품,G202010,2016,1.46E+12,3.60E+11,1.10E+12,1.83E+12,88400
에스원,158501,12750,서비스업,26,상업서비스와 공급품,G202010,2017,1.58E+12,3.74E+11,1.21E+12,1.94E+12,107000
에스원,158501,12750,서비스업,26,상업서비스와 공급품,G202010,2018,1.68E+12,4.21E+11,1.26E+12,2.02E+12,100500
에스원,158501,12750,서비스업,26,상업서비스와 공급품,G202010,2019,1.79E+12,4.67E+11,1.33E+12,2.15E+12,93800
에스원,158501,12750,서비스업,26,상업서비스와 공급품,G202010,2020,1.91E+12,5.23E+11,1.38E+12,2.22E+12,84000
호텔신라,165680,8770,유통업,16,"호텔, 레스토랑, 레저",G253010,2015,2.18E+12,1.43E+12,7.44E+11,3.25E+12,77800
호텔신라,165680,8770,유통업,16,"호텔, 레스토랑, 레저",G253010,2016,2.04E+12,1.38E+12,6.62E+11,3.72E+12,47550
호텔신라,165680,8770,유통업,16,"호텔, 레스토랑, 레저",G253010,2017,2.25E+12,1.58E+12,6.68E+11,4.01E+12,86900
호텔신라,165680,8770,유통업,16,"호텔, 레스토랑, 레저",G253010,2018,2.30E+12,1.54E+12,7.65E+11,4.71E+12,77700
호텔신라,165680,8770,유통업,16,"호텔, 레스토랑, 레저",G253010,2019,3.53E+12,2.61E+12,9.20E+11,5.72E+12,92100
호텔신라,165680,8770,유통업,16,"호텔, 레스토랑, 레저",G253010,2020,2.89E+12,2.27E+12,6.24E+11,3.19E+12,82900
팬오션,122737,28670,운수창고,19,해운사,G203030,2015,4.31E+12,1.88E+12,2.43E+12,1.82E+12,3720
팬오션,122737,28670,운수창고,19,해운사,G203030,2016,4.33E+12,1.76E+12,2.57E+12,1.87E+12,3985
팬오션,122737,28670,운수창고,19,해운사,G203030,2017,3.89E+12,1.48E+12,2.41E+12,2.34E+12,5260
팬오션,122737,28670,운수창고,19,해운사,G203030,2018,4.12E+12,1.46E+12,2.66E+12,2.67E+12,4445
팬오션,122737,28670,운수창고,19,해운사,G203030,2019,4.45E+12,1.55E+12,2.90E+12,2.47E+12,4530
팬오션,122737,28670,운수창고,19,해운사,G203030,2020,4.66E+12,1.85E+12,2.81E+12,2.50E+12,5150
현대미포조선,164609,10620,운수장비,15,조선,G201065,2015,9.44E+12,7.64E+12,1.80E+12,4.65E+12,26169
현대미포조선,164609,10620,운수장비,15,조선,G201065,2016,9.23E+12,6.97E+12,2.26E+12,4.22E+12,33890
현대미포조선,164609,10620,운수장비,15,조선,G201065,2017,8.32E+12,5.98E+12,2.34E+12,2.45E+12,39956
현대미포조선,164609,10620,운수장비,15,조선,G201065,2018,3.46E+12,1.15E+12,2.32E+12,2.40E+12,59500
현대미포조선,164609,10620,운수장비,15,조선,G201065,2019,3.38E+12,1.03E+12,2.35E+12,2.99E+12,46350
현대미포조선,164609,10620,운수장비,15,조선,G201065,2020,3.60E+12,1.23E+12,2.37E+12,2.79E+12,48050
효성첨단소재,1316254,298050,화학,8,화학,G151010,2018,2.53E+12,2.07E+12,4.66E+11,1.77E+12,102500
효성첨단소재,1316254,298050,화학,8,화학,G151010,2019,2.53E+12,2.13E+12,4.05E+11,3.05E+12,111500
효성첨단소재,1316254,298050,화학,8,화학,G151010,2020,2.38E+12,2.00E+12,3.81E+11,2.39E+12,149500
한화시스템,339391,272210,"전기,전자",13,우주항공과 국방,G201010,2019,2.41E+12,1.44E+12,9.68E+11,1.55E+12,9343
한화시스템,339391,272210,"전기,전자",13,우주항공과 국방,G201010,2020,2.70E+12,1.66E+12,1.03E+12,1.64E+12,15244
한국항공우주,309503,47810,운수장비,15,우주항공과 국방,G201010,2015,2.81E+12,1.59E+12,1.21E+12,3.04E+12,78100
한국항공우주,309503,47810,운수장비,15,우주항공과 국방,G201010,2016,2.98E+12,1.54E+12,1.45E+12,2.95E+12,67600
한국항공우주,309503,47810,운수장비,15,우주항공과 국방,G201010,2017,3.17E+12,2.03E+12,1.14E+12,2.07E+12,46500
한국항공우주,309503,47810,운수장비,15,우주항공과 국방,G201010,2018,3.76E+12,2.70E+12,1.05E+12,2.79E+12,31950
한국항공우주,309503,47810,운수장비,15,우주항공과 국방,G201010,2019,4.37E+12,3.18E+12,1.18E+12,3.11E+12,34100
한국항공우주,309503,47810,운수장비,15,우주항공과 국방,G201010,2020,5.16E+12,3.92E+12,1.23E+12,2.83E+12,26100
OCI,148896,10060,화학,8,화학,G151010,2015,7.30E+12,4.06E+12,3.24E+12,2.30E+12,74100
OCI,148896,10060,화학,8,화학,G151010,2016,6.25E+12,2.98E+12,3.26E+12,2.74E+12,78900
OCI,148896,10060,화학,8,화학,G151010,2017,6.08E+12,2.66E+12,3.42E+12,3.63E+12,138000
OCI,148896,10060,화학,8,화학,G151010,2018,5.66E+12,2.17E+12,3.49E+12,3.11E+12,107500
OCI,148896,10060,화학,8,화학,G151010,2019,4.81E+12,2.13E+12,2.69E+12,2.61E+12,62700
OCI,148896,10060,화학,8,화학,G151010,2020,4.44E+12,2.05E+12,2.39E+12,2.00E+12,95100
만도,1042775,204320,운수장비,15,자동차부품,G251010,2015,4.16E+12,2.79E+12,1.37E+12,5.30E+12,33100
만도,1042775,204320,운수장비,15,자동차부품,G251010,2016,4.46E+12,2.95E+12,1.52E+12,5.87E+12,47100
만도,1042775,204320,운수장비,15,자동차부품,G251010,2017,4.45E+12,3.04E+12,1.41E+12,5.68E+12,62600
만도,1042775,204320,운수장비,15,자동차부품,G251010,2018,4.44E+12,2.96E+12,1.48E+12,5.66E+12,29050
만도,1042775,204320,운수장비,15,자동차부품,G251010,2019,4.60E+12,3.01E+12,1.59E+12,5.98E+12,35450
만도,1042775,204320,운수장비,15,자동차부품,G251010,2020,4.94E+12,3.23E+12,1.71E+12,5.56E+12,59100
녹십자,129679,6280,의약품,9,제약,G352020,2015,1.42E+12,4.17E+11,9.98E+11,1.05E+12,185500
녹십자,129679,6280,의약품,9,제약,G352020,2016,1.55E+12,4.92E+11,1.06E+12,1.20E+12,157500
녹십자,129679,6280,의약품,9,제약,G352020,2017,1.70E+12,5.95E+11,1.11E+12,1.29E+12,224000
녹십자,129679,6280,의약품,9,제약,G352020,2018,1.72E+12,5.97E+11,1.13E+12,1.33E+12,136000
녹십자,129679,6280,의약품,9,제약,G352020,2019,1.96E+12,7.75E+11,1.18E+12,1.37E+12,132000
녹십자,129679,6280,의약품,9,제약,G352020,2020,2.15E+12,8.82E+11,1.27E+12,1.50E+12,421000
BGF리테일,1263022,282330,유통업,16,백화점과 일반상점,G255030,2017,1.28E+12,8.89E+11,3.89E+11,9.39E+11,212500
BGF리테일,1263022,282330,유통업,16,백화점과 일반상점,G255030,2018,1.48E+12,9.61E+11,5.22E+11,5.78E+12,201000
BGF리테일,1263022,282330,유통업,16,백화점과 일반상점,G255030,2019,2.17E+12,1.55E+12,6.23E+11,5.95E+12,169000
BGF리테일,1263022,282330,유통업,16,백화점과 일반상점,G255030,2020,2.37E+12,1.67E+12,6.97E+11,6.18E+12,134000
제일기획,148276,30000,서비스업,26,광고,G502010,2015,1.87E+12,1.07E+12,8.00E+11,2.81E+12,20450
제일기획,148276,30000,서비스업,26,광고,G502010,2016,2.15E+12,1.38E+12,7.76E+11,3.23E+12,15850
제일기획,148276,30000,서비스업,26,광고,G502010,2017,2.24E+12,1.38E+12,8.56E+11,3.37E+12,21150
제일기획,148276,30000,서비스업,26,광고,G502010,2018,2.17E+12,1.28E+12,8.93E+11,3.48E+12,22500
제일기획,148276,30000,서비스업,26,광고,G502010,2019,2.25E+12,1.30E+12,9.57E+11,3.42E+12,23850
제일기획,148276,30000,서비스업,26,광고,G502010,2020,2.24E+12,1.23E+12,1.02E+12,2.75E+12,20450
대우조선해양,111704,42660,운수장비,15,조선,G201065,2015,1.89E+13,1.83E+13,6.19E+11,1.54E+13,25300
대우조선해양,111704,42660,운수장비,15,조선,G201065,2016,1.51E+13,1.44E+13,6.59E+11,1.28E+13,0
대우조선해양,111704,42660,운수장비,15,조선,G201065,2017,1.14E+13,8.46E+12,2.99E+12,1.11E+13,14000
대우조선해양,111704,42660,운수장비,15,조선,G201065,2018,1.19E+13,8.08E+12,3.84E+12,9.64E+12,34250
대우조선해양,111704,42660,운수장비,15,조선,G201065,2019,1.13E+13,7.52E+12,3.75E+12,8.36E+12,27850
대우조선해양,111704,42660,운수장비,15,조선,G201065,2020,1.03E+13,6.45E+12,3.87E+12,7.03E+12,27300
SK케미칼,1267170,285130,화학,8,화학,G151010,2017,1.91E+12,1.18E+12,7.31E+11,87836375138,0
SK케미칼,1267170,285130,화학,8,화학,G151010,2018,1.95E+12,1.23E+12,7.26E+11,1.37E+12,46637
SK케미칼,1267170,285130,화학,8,화학,G151010,2019,2.13E+12,1.41E+12,7.19E+11,1.43E+12,42834
SK케미칼,1267170,285130,화학,8,화학,G151010,2020,2.12E+12,1.16E+12,9.59E+11,1.21E+12,267547
케이씨씨,105271,2380,화학,8,건축자재,G201025,2015,8.67E+12,2.80E+12,5.87E+12,3.41E+12,359957
케이씨씨,105271,2380,화학,8,건축자재,G201025,2016,9.16E+12,3.20E+12,5.97E+12,3.49E+12,314743
케이씨씨,105271,2380,화학,8,건축자재,G201025,2017,9.54E+12,3.68E+12,5.87E+12,3.86E+12,334496
케이씨씨,105271,2380,화학,8,건축자재,G201025,2018,8.97E+12,3.22E+12,5.74E+12,3.78E+12,269528
케이씨씨,105271,2380,화학,8,건축자재,G201025,2019,9.38E+12,4.93E+12,4.45E+12,2.72E+12,0
케이씨씨,105271,2380,화학,8,건축자재,G201025,2020,1.23E+13,7.10E+12,5.25E+12,5.08E+12,197500
씨에스윈드,670340,112610,기계,12,기계,G201060,2015,3.92E+11,66308111243,3.26E+11,2.97E+11,11743
씨에스윈드,670340,112610,기계,12,기계,G201060,2016,3.86E+11,87057692261,2.99E+11,3.11E+11,8398
씨에스윈드,670340,112610,기계,12,기계,G201060,2017,3.88E+11,86058342103,3.02E+11,3.12E+11,12478
씨에스윈드,670340,112610,기계,12,기계,G201060,2018,6.06E+11,2.88E+11,3.19E+11,5.02E+11,13000
씨에스윈드,670340,112610,기계,12,기계,G201060,2019,7.36E+11,3.66E+11,3.70E+11,7.99E+11,17935
씨에스윈드,670340,112610,기계,12,기계,G201060,2020,8.81E+11,4.37E+11,4.44E+11,9.69E+11,87551
롯데쇼핑,120526,23530,유통업,16,백화점과 일반상점,G255030,2015,4.07E+13,2.36E+13,1.71E+13,2.91E+13,210872
롯데쇼핑,120526,23530,유통업,16,백화점과 일반상점,G255030,2016,4.19E+13,2.47E+13,1.73E+13,2.95E+13,201703
롯데쇼핑,120526,23530,유통업,16,백화점과 일반상점,G255030,2017,2.79E+13,1.46E+13,1.34E+13,1.82E+13,199000
롯데쇼핑,120526,23530,유통업,16,백화점과 일반상점,G255030,2018,2.63E+13,1.38E+13,1.24E+13,1.78E+13,211500
롯데쇼핑,120526,23530,유통업,16,백화점과 일반상점,G255030,2019,3.40E+13,2.22E+13,1.18E+13,1.76E+13,135500
롯데쇼핑,120526,23530,유통업,16,백화점과 일반상점,G255030,2020,3.28E+13,2.17E+13,1.11E+13,1.62E+13,103500
CJ,148540,1040,금융업,21,복합기업,G201050,2015,2.36E+13,1.37E+13,9.86E+12,2.12E+13,233384
CJ,148540,1040,금융업,21,복합기업,G201050,2016,2.70E+13,1.58E+13,1.13E+13,2.40E+13,177749
CJ,148540,1040,금융업,21,복합기업,G201050,2017,2.93E+13,1.73E+13,1.20E+13,2.69E+13,171148
CJ,148540,1040,금융업,21,복합기업,G201050,2018,3.17E+13,1.92E+13,1.25E+13,2.95E+13,121000
CJ,148540,1040,금융업,21,복합기업,G201050,2019,4.04E+13,2.58E+13,1.46E+13,3.38E+13,96600
CJ,148540,1040,금융업,21,복합기업,G201050,2020,4.00E+13,2.46E+13,1.54E+13,3.20E+13,92600
포스코인터내셔널,124504,47050,유통업,16,무역회사와 판매업체,G201070,2015,8.04E+12,5.62E+12,2.42E+12,1.75E+13,16350
포스코인터내셔널,124504,47050,유통업,16,무역회사와 판매업체,G201070,2016,8.29E+12,5.79E+12,2.50E+12,1.65E+13,27200
포스코인터내셔널,124504,47050,유통업,16,무역회사와 판매업체,G201070,2017,9.17E+12,6.32E+12,2.85E+12,2.26E+13,18200
포스코인터내셔널,124504,47050,유통업,16,무역회사와 판매업체,G201070,2018,9.88E+12,6.99E+12,2.89E+12,2.52E+13,18100
포스코인터내셔널,124504,47050,유통업,16,무역회사와 판매업체,G201070,2019,8.96E+12,5.91E+12,3.05E+12,2.44E+13,18700
포스코인터내셔널,124504,47050,유통업,16,무역회사와 판매업체,G201070,2020,8.33E+12,5.17E+12,3.16E+12,2.15E+13,14600
더존비즈온,172291,12510,서비스업,26,소프트웨어,G451030,2015,2.14E+11,80758384362,1.33E+11,1.58E+11,20500
더존비즈온,172291,12510,서비스업,26,소프트웨어,G451030,2016,2.36E+11,83200315813,1.53E+11,1.77E+11,21500
더존비즈온,172291,12510,서비스업,26,소프트웨어,G451030,2017,2.73E+11,87902541719,1.86E+11,2.06E+11,33200
더존비즈온,172291,12510,서비스업,26,소프트웨어,G451030,2018,2.79E+11,96540958346,1.82E+11,2.27E+11,51900
더존비즈온,172291,12510,서비스업,26,소프트웨어,G451030,2019,7.27E+11,3.64E+11,3.63E+11,2.63E+11,81100
더존비즈온,172291,12510,서비스업,26,소프트웨어,G451030,2020,7.99E+11,4.01E+11,3.98E+11,3.06E+11,105000
한화,160588,880,화학,8,생명보험,G404020,2015,1.46E+14,1.32E+14,1.36E+13,4.14E+13,37987
한화,160588,880,화학,8,생명보험,G404020,2016,1.55E+14,1.41E+14,1.42E+13,4.71E+13,35400
한화,160588,880,화학,8,생명보험,G404020,2017,1.60E+14,1.44E+14,1.60E+13,5.04E+13,41900
한화,160588,880,화학,8,생명보험,G404020,2018,1.70E+14,1.53E+14,1.70E+13,4.87E+13,31450
한화,160588,880,화학,8,생명보험,G404020,2019,1.82E+14,1.64E+14,1.83E+13,5.04E+13,24950
한화,160588,880,화학,8,생명보험,G404020,2020,1.91E+14,1.73E+14,1.85E+13,5.09E+13,28700
대우건설,124540,47040,건설업,18,건설,G201030,2015,1.02E+13,7.32E+12,2.83E+12,9.94E+12,5540
대우건설,124540,47040,건설업,18,건설,G201030,2016,9.97E+12,7.90E+12,2.07E+12,1.11E+13,5120
대우건설,124540,47040,건설업,18,건설,G201030,2017,8.78E+12,6.50E+12,2.28E+12,1.18E+13,5840
대우건설,124540,47040,건설업,18,건설,G201030,2018,8.73E+12,6.42E+12,2.32E+12,1.06E+13,5440
대우건설,124540,47040,건설업,18,건설,G201030,2019,9.70E+12,7.21E+12,2.49E+12,8.65E+12,4730
대우건설,124540,47040,건설업,18,건설,G201030,2020,9.31E+12,6.63E+12,2.68E+12,8.14E+12,5250
후성,595191,93370,화학,8,화학,G151010,2015,2.61E+11,1.63E+11,97994236017,2.15E+11,5380
후성,595191,93370,화학,8,화학,G151010,2016,3.15E+11,1.52E+11,1.63E+11,1.92E+11,7300
후성,595191,93370,화학,8,화학,G151010,2017,3.16E+11,1.07E+11,2.09E+11,2.49E+11,10200
후성,595191,93370,화학,8,화학,G151010,2018,4.41E+11,1.96E+11,2.46E+11,2.75E+11,7500
후성,595191,93370,화학,8,화학,G151010,2019,5.29E+11,2.86E+11,2.43E+11,2.49E+11,8170
후성,595191,93370,화학,8,화학,G151010,2020,5.36E+11,2.95E+11,2.41E+11,2.62E+11,12050
효성티앤씨,1316227,298020,화학,8,"섬유, 의류, 신발, 호화품",G252060,2018,3.14E+12,2.65E+12,4.87E+11,3.36E+12,184000
효성티앤씨,1316227,298020,화학,8,"섬유, 의류, 신발, 호화품",G252060,2019,3.22E+12,2.64E+12,5.83E+11,5.98E+12,153500
효성티앤씨,1316227,298020,화학,8,"섬유, 의류, 신발, 호화품",G252060,2020,2.82E+12,2.11E+12,7.15E+11,5.16E+12,211000
신세계,136378,4170,유통업,16,백화점과 일반상점,G255030,2015,7.92E+12,3.86E+12,4.06E+12,2.56E+12,228000
신세계,136378,4170,유통업,16,백화점과 일반상점,G255030,2016,9.95E+12,5.26E+12,4.69E+12,2.95E+12,175500
신세계,136378,4170,유통업,16,백화점과 일반상점,G255030,2017,1.02E+13,5.23E+12,4.92E+12,3.87E+12,299000
신세계,136378,4170,유통업,16,백화점과 일반상점,G255030,2018,1.11E+13,6.10E+12,5.00E+12,5.19E+12,257500
신세계,136378,4170,유통업,16,백화점과 일반상점,G255030,2019,1.30E+13,7.50E+12,5.52E+12,6.39E+12,289500
신세계,136378,4170,유통업,16,백화점과 일반상점,G255030,2020,1.28E+13,7.71E+12,5.06E+12,4.77E+12,241500
휠라홀딩스,195229,81660,유통업,16,"섬유, 의류, 신발, 호화품",G252060,2015,9.79E+11,5.00E+11,4.79E+11,8.16E+11,18960
휠라홀딩스,195229,81660,유통업,16,"섬유, 의류, 신발, 호화품",G252060,2016,3.38E+12,2.08E+12,1.30E+12,9.67E+11,14120
휠라홀딩스,195229,81660,유통업,16,"섬유, 의류, 신발, 호화품",G252060,2017,3.08E+12,1.84E+12,1.23E+12,2.53E+12,16440
휠라홀딩스,195229,81660,유통업,16,"섬유, 의류, 신발, 호화품",G252060,2018,3.30E+12,1.80E+12,1.51E+12,2.95E+12,53300
휠라홀딩스,195229,81660,유통업,16,"섬유, 의류, 신발, 호화품",G252060,2019,3.77E+12,1.97E+12,1.80E+12,3.45E+12,53000
휠라홀딩스,195229,81660,유통업,16,"섬유, 의류, 신발, 호화품",G252060,2020,3.76E+12,1.90E+12,1.86E+12,3.13E+12,43350
현대로템,302926,64350,운수장비,15,기계,G201060,2015,5.04E+12,3.61E+12,1.44E+12,3.31E+12,14650
현대로템,302926,64350,운수장비,15,기계,G201060,2016,4.47E+12,3.01E+12,1.47E+12,2.98E+12,18300
현대로템,302926,64350,운수장비,15,기계,G201060,2017,4.08E+12,2.67E+12,1.42E+12,2.73E+12,18750
현대로템,302926,64350,운수장비,15,기계,G201060,2018,4.00E+12,2.89E+12,1.11E+12,2.41E+12,28350
현대로템,302926,64350,운수장비,15,기계,G201060,2019,4.08E+12,3.20E+12,8.83E+11,2.46E+12,15600
현대로템,302926,64350,운수장비,15,기계,G201060,2020,4.20E+12,2.85E+12,1.35E+12,2.79E+12,17550
한화에어로스페이스,126566,12450,운수장비,15,우주항공과 국방,G201010,2015,4.11E+12,1.86E+12,2.25E+12,2.61E+12,35550
한화에어로스페이스,126566,12450,운수장비,15,우주항공과 국방,G201010,2016,5.65E+12,3.31E+12,2.34E+12,3.52E+12,43850
한화에어로스페이스,126566,12450,운수장비,15,우주항공과 국방,G201010,2017,5.75E+12,3.57E+12,2.18E+12,4.22E+12,36000
한화에어로스페이스,126566,12450,운수장비,15,우주항공과 국방,G201010,2018,7.40E+12,4.76E+12,2.64E+12,4.45E+12,32400
한화에어로스페이스,126566,12450,운수장비,15,우주항공과 국방,G201010,2019,8.71E+12,5.85E+12,2.86E+12,5.26E+12,35300
한화에어로스페이스,126566,12450,운수장비,15,우주항공과 국방,G201010,2020,9.46E+12,6.48E+12,2.99E+12,5.32E+12,28900
하이트진로,150244,80,음식료품,5,음료,G302010,2015,3.46E+12,2.14E+12,1.32E+12,1.91E+12,23300
하이트진로,150244,80,음식료품,5,음료,G302010,2016,3.40E+12,2.11E+12,1.29E+12,1.89E+12,21100
하이트진로,150244,80,음식료품,5,음료,G302010,2017,3.51E+12,2.29E+12,1.22E+12,1.89E+12,24150
하이트진로,150244,80,음식료품,5,음료,G302010,2018,3.43E+12,2.27E+12,1.16E+12,1.89E+12,16550
하이트진로,150244,80,음식료품,5,음료,G302010,2019,3.27E+12,2.24E+12,1.03E+12,2.04E+12,29200
하이트진로,150244,80,음식료품,5,음료,G302010,2020,3.30E+12,2.22E+12,1.07E+12,2.26E+12,31950
한샘,161693,9240,유통업,16,가구,G201035,2016,8.99E+11,3.58E+11,5.42E+11,1.93E+12,199000
한샘,161693,9240,유통업,16,가구,G201035,2017,9.76E+11,4.68E+11,5.08E+11,2.06E+12,180500
한샘,161693,9240,유통업,16,가구,G201035,2018,9.40E+11,3.66E+11,5.74E+11,1.93E+12,68000
한샘,161693,9240,유통업,16,가구,G201035,2019,1.20E+12,5.89E+11,6.13E+11,1.70E+12,62500
한샘,161693,9240,유통업,16,가구,G201035,2020,1.23E+12,6.01E+11,6.29E+11,2.07E+12,104000
롯데정밀화학,157681,4000,화학,8,화학,G151010,2015,1.68E+12,5.21E+11,1.16E+12,1.16E+12,35400
롯데정밀화학,157681,4000,화학,8,화학,G151010,2016,1.53E+12,4.19E+11,1.11E+12,1.11E+12,30200
롯데정밀화학,157681,4000,화학,8,화학,G151010,2017,1.64E+12,4.49E+11,1.19E+12,1.16E+12,64500
롯데정밀화학,157681,4000,화학,8,화학,G151010,2018,1.70E+12,3.22E+11,1.38E+12,1.37E+12,40850
롯데정밀화학,157681,4000,화학,8,화학,G151010,2019,1.79E+12,3.00E+11,1.49E+12,1.31E+12,45100
롯데정밀화학,157681,4000,화학,8,화학,G151010,2020,1.87E+12,2.25E+11,1.65E+12,1.26E+12,55900
현대위아,106623,11210,운수장비,15,자동차부품,G251010,2015,6.68E+12,3.52E+12,3.16E+12,7.88E+12,112000
현대위아,106623,11210,운수장비,15,자동차부품,G251010,2016,7.02E+12,3.76E+12,3.26E+12,7.59E+12,73100
현대위아,106623,11210,운수장비,15,자동차부품,G251010,2017,7.19E+12,4.05E+12,3.14E+12,7.49E+12,64100
현대위아,106623,11210,운수장비,15,자동차부품,G251010,2018,7.11E+12,4.07E+12,3.04E+12,7.88E+12,36100
현대위아,106623,11210,운수장비,15,자동차부품,G251010,2019,6.77E+12,3.68E+12,3.09E+12,7.31E+12,50200
현대위아,106623,11210,운수장비,15,자동차부품,G251010,2020,7.72E+12,4.19E+12,3.53E+12,6.59E+12,55100
코오롱인더,795135,120110,화학,8,화학,G151010,2015,4.99E+12,3.02E+12,1.96E+12,4.86E+12,62200
코오롱인더,795135,120110,화학,8,화학,G151010,2016,5.25E+12,3.12E+12,2.13E+12,4.56E+12,74400
코오롱인더,795135,120110,화학,8,화학,G151010,2017,5.66E+12,3.34E+12,2.32E+12,4.61E+12,89200
코오롱인더,795135,120110,화학,8,화학,G151010,2018,5.57E+12,3.36E+12,2.21E+12,4.75E+12,57500
코오롱인더,795135,120110,화학,8,화학,G151010,2019,5.29E+12,3.17E+12,2.13E+12,4.41E+12,49850
코오롱인더,795135,120110,화학,8,화학,G151010,2020,5.04E+12,2.75E+12,2.29E+12,4.04E+12,41300
효성,117188,4800,금융업,21,복합기업,G201050,2015,1.40E+13,1.05E+13,3.47E+12,1.25E+13,69831
효성,117188,4800,금융업,21,복합기업,G201050,2016,1.41E+13,1.03E+13,3.84E+12,1.19E+13,85809
효성,117188,4800,금융업,21,복합기업,G201050,2017,1.45E+13,1.07E+13,3.86E+12,1.25E+13,81963
효성,117188,4800,금융업,21,복합기업,G201050,2018,6.41E+12,3.71E+12,2.70E+12,2.99E+12,50100
효성,117188,4800,금융업,21,복합기업,G201050,2019,6.53E+12,3.82E+12,2.71E+12,3.37E+12,79100
효성,117188,4800,금융업,21,복합기업,G201050,2020,4.43E+12,1.92E+12,2.51E+12,2.78E+12,76400
대웅,111810,3090,금융업,21,제약,G352020,2015,1.24E+12,4.14E+11,8.28E+11,9.97E+11,11315
대웅,111810,3090,금융업,21,제약,G352020,2016,1.47E+12,6.03E+11,8.65E+11,1.01E+12,8837
두산,117212,150,서비스업,26,복합기업,G201050,2015,3.16E+13,2.32E+13,8.39E+12,1.90E+13,69005
두산,117212,150,서비스업,26,복합기업,G201050,2016,2.87E+13,2.08E+13,7.90E+12,1.64E+13,83106
두산,117212,150,서비스업,26,복합기업,G201050,2017,2.88E+13,2.12E+13,7.60E+12,1.76E+13,90195
두산,117212,150,서비스업,26,복합기업,G201050,2018,2.89E+13,2.17E+13,7.15E+12,1.82E+13,87832
두산,117212,150,서비스업,26,복합기업,G201050,2019,2.92E+13,2.24E+13,6.82E+12,1.85E+13,70000
두산,117212,150,서비스업,26,복합기업,G201050,2020,3.01E+13,2.24E+13,7.71E+12,1.70E+13,52500
엔에이치엔,983271,181710,서비스업,26,게임엔터테인먼트,G502040,2015,1.83E+12,3.31E+11,1.50E+12,6.45E+11,57100
엔에이치엔,983271,181710,서비스업,26,게임엔터테인먼트,G502040,2016,1.84E+12,3.28E+11,1.51E+12,8.56E+11,50100
엔에이치엔,983271,181710,서비스업,26,게임엔터테인먼트,G502040,2017,2.12E+12,4.60E+11,1.66E+12,9.09E+11,68400
엔에이치엔,983271,181710,서비스업,26,게임엔터테인먼트,G502040,2018,2.49E+12,6.75E+11,1.82E+12,1.26E+12,57300
엔에이치엔,983271,181710,서비스업,26,게임엔터테인먼트,G502040,2019,2.50E+12,6.72E+11,1.83E+12,1.49E+12,66600
엔에이치엔,983271,181710,서비스업,26,게임엔터테인먼트,G502040,2020,2.55E+12,7.07E+11,1.84E+12,1.68E+12,75100
신풍제약,137359,19170,의약품,9,제약,G352020,2015,4.11E+11,2.16E+11,1.95E+11,1.96E+11,4360
신풍제약,137359,19170,의약품,9,제약,G352020,2016,4.16E+11,2.00E+11,2.17E+11,1.94E+11,5870
신풍제약,137359,19170,의약품,9,제약,G352020,2017,3.86E+11,1.76E+11,2.10E+11,1.85E+11,7730
신풍제약,137359,19170,의약품,9,제약,G352020,2018,3.81E+11,1.73E+11,2.07E+11,1.87E+11,6510
신풍제약,137359,19170,의약품,9,제약,G352020,2019,3.80E+11,1.71E+11,2.09E+11,1.90E+11,7330
신풍제약,137359,19170,의약품,9,제약,G352020,2020,4.87E+11,1.13E+11,3.74E+11,1.98E+11,126000
한전KPS,159218,51600,건설업,18,전기 유틸리티,G551010,2015,1.03E+12,2.47E+11,7.86E+11,1.18E+12,88100
한전KPS,159218,51600,건설업,18,전기 유틸리티,G551010,2016,1.09E+12,3.03E+11,7.90E+11,1.22E+12,54200
한전KPS,159218,51600,건설업,18,전기 유틸리티,G551010,2017,1.20E+12,2.95E+11,9.05E+11,1.24E+12,40100
