종목,symbol,stock_code,업종,type_code,WICS,WICS_code,연도,자산,부채,자본,매출액,액면가
한전KPS,159218,51600,건설업,18,전기 유틸리티,G551010,2018,1.28E+12,2.97E+11,9.84E+11,1.24E+12,32900
한전KPS,159218,51600,건설업,18,전기 유틸리티,G551010,2019,1.36E+12,2.96E+11,1.06E+12,1.25E+12,39100
한전KPS,159218,51600,건설업,18,전기 유틸리티,G551010,2020,1.35E+12,2.98E+11,1.05E+12,1.30E+12,29700
영원무역,776820,111770,유통업,16,"섬유, 의류, 신발, 호화품",G252060,2015,2.22E+12,8.59E+11,1.36E+12,1.58E+12,42050
영원무역,776820,111770,유통업,16,"섬유, 의류, 신발, 호화품",G252060,2016,2.39E+12,1.01E+12,1.38E+12,2.00E+12,30900
영원무역,776820,111770,유통업,16,"섬유, 의류, 신발, 호화품",G252060,2017,2.27E+12,9.34E+11,1.34E+12,2.01E+12,31500
영원무역,776820,111770,유통업,16,"섬유, 의류, 신발, 호화품",G252060,2018,2.64E+12,9.76E+11,1.66E+12,2.10E+12,38100
영원무역,776820,111770,유통업,16,"섬유, 의류, 신발, 호화품",G252060,2019,3.10E+12,1.14E+12,1.97E+12,2.39E+12,34000
영원무역,776820,111770,유통업,16,"섬유, 의류, 신발, 호화품",G252060,2020,3.04E+12,1.04E+12,1.99E+12,2.47E+12,31700
농심,108241,4370,음식료품,5,식품,G302020,2015,2.42E+12,7.72E+11,1.65E+12,2.18E+12,441500
농심,108241,4370,음식료품,5,식품,G302020,2016,2.48E+12,6.79E+11,1.80E+12,2.22E+12,334500
농심,108241,4370,음식료품,5,식품,G302020,2017,2.45E+12,6.09E+11,1.84E+12,2.21E+12,353000
농심,108241,4370,음식료품,5,식품,G302020,2018,2.53E+12,6.35E+11,1.90E+12,2.24E+12,253000
농심,108241,4370,음식료품,5,식품,G302020,2019,2.65E+12,7.12E+11,1.94E+12,2.34E+12,240500
농심,108241,4370,음식료품,5,식품,G302020,2020,2.73E+12,6.77E+11,2.05E+12,2.64E+12,300500
한미반도체,161383,42700,기계,12,반도체와 반도체 장비,G453010,2015,2.26E+11,31598220158,1.94E+11,1.18E+11,4960
한미반도체,161383,42700,기계,12,반도체와 반도체 장비,G453010,2016,2.85E+11,75643573774,2.09E+11,1.66E+11,6160
한미반도체,161383,42700,기계,12,반도체와 반도체 장비,G453010,2017,2.85E+11,78890956748,2.06E+11,1.97E+11,11850
한미반도체,161383,42700,기계,12,반도체와 반도체 장비,G453010,2018,2.46E+11,30471881395,2.16E+11,2.17E+11,7790
한미반도체,161383,42700,기계,12,반도체와 반도체 장비,G453010,2019,2.57E+11,37769479525,2.20E+11,1.20E+11,8110
한미반도체,161383,42700,기계,12,반도체와 반도체 장비,G453010,2020,3.27E+11,69876325235,2.57E+11,2.57E+11,18350
현대엘리베이터,164724,17800,기계,12,기계,G201060,2015,1.77E+12,1.13E+12,6.42E+11,1.45E+12,39814
현대엘리베이터,164724,17800,기계,12,기계,G201060,2016,2.11E+12,1.32E+12,7.91E+11,1.76E+12,38280
현대엘리베이터,164724,17800,기계,12,기계,G201060,2017,2.29E+12,1.45E+12,8.35E+11,1.99E+12,38680
현대엘리베이터,164724,17800,기계,12,기계,G201060,2018,2.37E+12,1.44E+12,9.31E+11,1.88E+12,74026
현대엘리베이터,164724,17800,기계,12,기계,G201060,2019,2.55E+12,1.60E+12,9.48E+11,1.87E+12,45616
현대엘리베이터,164724,17800,기계,12,기계,G201060,2020,2.63E+12,1.60E+12,1.03E+12,1.82E+12,39850
오뚜기,141529,7310,음식료품,5,식품,G302020,2015,1.48E+12,5.35E+11,9.49E+11,1.88E+12,1260000
오뚜기,141529,7310,음식료품,5,식품,G302020,2016,1.59E+12,5.58E+11,1.04E+12,2.01E+12,666000
오뚜기,141529,7310,음식료품,5,식품,G302020,2017,1.72E+12,5.70E+11,1.15E+12,2.13E+12,806000
오뚜기,141529,7310,음식료품,5,식품,G302020,2018,2.06E+12,7.88E+11,1.28E+12,2.25E+12,717000
오뚜기,141529,7310,음식료품,5,식품,G302020,2019,2.15E+12,8.06E+11,1.35E+12,2.36E+12,554000
오뚜기,141529,7310,음식료품,5,식품,G302020,2020,2.34E+12,8.97E+11,1.44E+12,2.60E+12,576000
LS,105952,6260,금융업,21,전기장비,G201040,2015,9.88E+12,6.93E+12,2.95E+12,1.00E+13,40200
LS,105952,6260,금융업,21,전기장비,G201040,2016,9.71E+12,6.46E+12,3.26E+12,9.62E+12,58700
LS,105952,6260,금융업,21,전기장비,G201040,2017,9.98E+12,6.35E+12,3.63E+12,9.52E+12,72200
LS,105952,6260,금융업,21,전기장비,G201040,2018,1.05E+13,6.13E+12,4.36E+12,1.01E+13,49400
LS,105952,6260,금융업,21,전기장비,G201040,2019,1.08E+13,6.49E+12,4.27E+12,1.02E+13,47800
LS,105952,6260,금융업,21,전기장비,G201040,2020,1.17E+13,7.21E+12,4.45E+12,1.04E+13,71600
엘에스일렉트릭,105855,10120,"전기,전자",13,전기장비,G201040,2015,2.25E+12,1.24E+12,1.01E+12,2.20E+12,46000
엘에스일렉트릭,105855,10120,"전기,전자",13,전기장비,G201040,2016,2.26E+12,1.20E+12,1.07E+12,2.21E+12,39950
엘에스일렉트릭,105855,10120,"전기,전자",13,전기장비,G201040,2017,2.26E+12,1.11E+12,1.15E+12,2.34E+12,65100
엘에스일렉트릭,105855,10120,"전기,전자",13,전기장비,G201040,2018,2.41E+12,1.11E+12,1.30E+12,2.48E+12,49150
엘에스일렉트릭,105855,10120,"전기,전자",13,전기장비,G201040,2019,2.54E+12,1.18E+12,1.36E+12,2.35E+12,54600
엘에스일렉트릭,105855,10120,"전기,전자",13,전기장비,G201040,2020,2.54E+12,1.13E+12,1.41E+12,2.40E+12,63300
현대백화점,428251,69960,유통업,16,백화점과 일반상점,G255030,2015,6.16E+12,2.13E+12,4.03E+12,1.66E+12,127000
현대백화점,428251,69960,유통업,16,백화점과 일반상점,G255030,2016,6.59E+12,2.28E+12,4.31E+12,1.83E+12,108500
현대백화점,428251,69960,유통업,16,백화점과 일반상점,G255030,2017,6.78E+12,2.16E+12,4.62E+12,1.85E+12,104500
현대백화점,428251,69960,유통업,16,백화점과 일반상점,G255030,2018,6.99E+12,2.16E+12,4.83E+12,1.86E+12,90400
대한전선,113207,1440,"전기,전자",13,전기장비,G201040,2015,1.55E+12,1.20E+12,3.54E+11,1.69E+12,2250
대한전선,113207,1440,"전기,전자",13,전기장비,G201040,2016,1.32E+12,1.02E+12,2.99E+11,1.37E+12,1840
대한전선,113207,1440,"전기,전자",13,전기장비,G201040,2017,1.34E+12,9.98E+11,3.38E+11,1.59E+12,1130
대한전선,113207,1440,"전기,전자",13,전기장비,G201040,2018,1.17E+12,8.51E+11,3.22E+11,1.65E+12,1015
대한전선,113207,1440,"전기,전자",13,전기장비,G201040,2019,1.24E+12,9.22E+11,3.13E+11,1.55E+12,620
대한전선,113207,1440,"전기,전자",13,전기장비,G201040,2020,1.20E+12,8.40E+11,3.60E+11,1.60E+12,1370
대웅제약,427483,69620,의약품,9,제약,G352020,2015,9.45E+11,3.64E+11,5.80E+11,8.40E+11,70200
대웅제약,427483,69620,의약품,9,제약,G352020,2016,1.14E+12,5.40E+11,6.05E+11,8.84E+11,68800
대웅제약,427483,69620,의약품,9,제약,G352020,2017,1.21E+12,5.82E+11,6.32E+11,9.60E+11,165000
대웅제약,427483,69620,의약품,9,제약,G352020,2018,1.21E+12,6.00E+11,6.08E+11,1.03E+12,190000
대웅제약,427483,69620,의약품,9,제약,G352020,2019,1.25E+12,6.10E+11,6.36E+11,1.11E+12,137500
대웅제약,427483,69620,의약품,9,제약,G352020,2020,1.37E+12,6.72E+11,6.95E+11,1.06E+12,177000
동원시스템즈,132637,14820,화학,8,포장재,G151030,2015,1.27E+12,9.61E+11,3.11E+11,1.22E+12,88300
동원시스템즈,132637,14820,화학,8,포장재,G151030,2016,1.31E+12,9.22E+11,3.87E+11,1.30E+12,59700
동원시스템즈,132637,14820,화학,8,포장재,G151030,2017,1.18E+12,6.90E+11,4.90E+11,1.28E+12,47000
동원시스템즈,132637,14820,화학,8,포장재,G151030,2018,1.12E+12,5.88E+11,5.37E+11,1.03E+12,27100
동원시스템즈,132637,14820,화학,8,포장재,G151030,2019,1.15E+12,5.81E+11,5.74E+11,1.04E+12,29500
동원시스템즈,132637,14820,화학,8,포장재,G151030,2020,1.26E+12,6.39E+11,6.16E+11,1.08E+12,36050
에스엘,125521,5850,운수장비,15,자동차부품,G251010,2015,1.55E+12,7.37E+11,8.12E+11,1.40E+12,13630
에스엘,125521,5850,운수장비,15,자동차부품,G251010,2016,1.63E+12,6.76E+11,9.55E+11,1.62E+12,17177
에스엘,125521,5850,운수장비,15,자동차부품,G251010,2017,1.60E+12,5.77E+11,1.02E+12,1.49E+12,19568
에스엘,125521,5850,운수장비,15,자동차부품,G251010,2018,1.71E+12,6.86E+11,1.02E+12,1.60E+12,15862
에스엘,125521,5850,운수장비,15,자동차부품,G251010,2019,2.27E+12,8.95E+11,1.38E+12,2.26E+12,14507
에스엘,125521,5850,운수장비,15,자동차부품,G251010,2020,2.34E+12,9.14E+11,1.43E+12,2.51E+12,16300
한국앤컴퍼니,160047,240,금융업,21,자동차부품,G251010,2017,3.25E+12,2.56E+11,3.00E+12,8.25E+11,19000
한국앤컴퍼니,160047,240,금융업,21,자동차부품,G251010,2018,3.50E+12,2.63E+11,3.24E+12,8.48E+11,16600
한국앤컴퍼니,160047,240,금융업,21,자동차부품,G251010,2019,3.61E+12,2.29E+11,3.38E+12,8.48E+11,14400
한국앤컴퍼니,160047,240,금융업,21,자동차부품,G251010,2020,3.79E+12,2.92E+11,3.50E+12,8.21E+11,14300
명신산업,173078,9900,운수장비,15,자동차부품,G251010,2020,4.77E+11,2.93E+11,1.84E+11,8.09E+11,47150
HDC현대산업개발,1310269,294870,건설업,18,건설,G201030,2018,4.86E+12,3.02E+12,1.84E+12,2.79E+12,44319
HDC현대산업개발,1310269,294870,건설업,18,건설,G201030,2019,4.41E+12,2.18E+12,2.23E+12,4.22E+12,23643
HDC현대산업개발,1310269,294870,건설업,18,건설,G201030,2020,6.12E+12,3.37E+12,2.74E+12,3.67E+12,26400
F&F 홀딩스,126487,7700,"섬유,의복",6,"섬유, 의류, 신발, 호화품",G252060,2015,3.33E+11,1.34E+11,2.00E+11,3.70E+11,8700
F&F 홀딩스,126487,7700,"섬유,의복",6,"섬유, 의류, 신발, 호화품",G252060,2016,3.06E+11,78869952091,2.27E+11,4.39E+11,8775
F&F 홀딩스,126487,7700,"섬유,의복",6,"섬유, 의류, 신발, 호화품",G252060,2017,4.00E+11,1.04E+11,2.96E+11,5.61E+11,21150
F&F 홀딩스,126487,7700,"섬유,의복",6,"섬유, 의류, 신발, 호화품",G252060,2018,4.96E+11,1.01E+11,3.95E+11,6.69E+11,20050
F&F 홀딩스,126487,7700,"섬유,의복",6,"섬유, 의류, 신발, 호화품",G252060,2019,6.84E+11,2.01E+11,4.84E+11,9.10E+11,56500
F&F 홀딩스,126487,7700,"섬유,의복",6,"섬유, 의류, 신발, 호화품",G252060,2020,8.18E+11,2.66E+11,5.52E+11,8.38E+11,42500
동국제강,114792,1230,철강및금속,11,철강,G151050,2015,6.90E+12,4.65E+12,2.25E+12,5.72E+12,5650
동국제강,114792,1230,철강및금속,11,철강,G151050,2016,6.32E+12,4.04E+12,2.29E+12,5.01E+12,11050
동국제강,114792,1230,철강및금속,11,철강,G151050,2017,6.09E+12,3.72E+12,2.37E+12,6.05E+12,10950
동국제강,114792,1230,철강및금속,11,철강,G151050,2018,5.73E+12,3.70E+12,2.03E+12,5.96E+12,7240
동국제강,114792,1230,철강및금속,11,철강,G151050,2019,5.44E+12,3.49E+12,1.95E+12,5.66E+12,5930
동국제강,114792,1230,철강및금속,11,철강,G151050,2020,5.42E+12,3.28E+12,2.14E+12,5.21E+12,8120
아시아나항공,138792,20560,운수창고,19,항공사,G203020,2015,9.29E+12,8.44E+12,8.52E+11,5.80E+12,21763
아시아나항공,138792,20560,운수창고,19,항공사,G203020,2016,8.23E+12,7.19E+12,1.04E+12,5.76E+12,20116
아시아나항공,138792,20560,운수창고,19,항공사,G203020,2017,8.55E+12,7.31E+12,1.24E+12,6.23E+12,21953
아시아나항공,138792,20560,운수창고,19,항공사,G203020,2018,8.19E+12,7.10E+12,1.09E+12,7.18E+12,19781
아시아나항공,138792,20560,운수창고,19,항공사,G203020,2019,1.35E+13,1.26E+13,9.08E+11,6.97E+12,25962
아시아나항공,138792,20560,운수창고,19,항공사,G203020,2020,1.39E+13,1.28E+13,1.09E+12,3.90E+12,0
진원생명과학,118521,11000,의약품,9,생물공학,G352010,2015,47691246602,8252364655,39438881947,28364784673,7885
진원생명과학,118521,11000,의약품,9,생물공학,G352010,2016,65661588496,29809403171,35852185325,31371459152,8770
진원생명과학,118521,11000,의약품,9,생물공학,G352010,2017,45634058358,9093752369,36540305989,27171385665,4730
진원생명과학,118521,11000,의약품,9,생물공학,G352010,2018,49295861252,19885704099,29410157153,34292567639,3471
진원생명과학,118521,11000,의약품,9,생물공학,G352010,2019,51152312180,27092145645,24060166535,41241251457,2169
진원생명과학,118521,11000,의약품,9,생물공학,G352010,2020,1.37E+11,38061743643,98508792118,41502728973,21837
한일시멘트,1319808,300720,비금속광물,10,건축자재,G201025,2020,2.40E+12,1.04E+12,1.36E+12,9.74E+11,10350
지누스,150633,13890,미분류,-1,가구,G201035,2017,3.40E+11,2.09E+11,1.32E+11,6.03E+11,0
지누스,150633,13890,미분류,-1,가구,G201035,2018,5.15E+11,3.39E+11,1.76E+11,6.22E+11,0
지누스,150633,13890,미분류,-1,가구,G201035,2019,7.55E+11,3.81E+11,3.74E+11,8.17E+11,84756
지누스,150633,13890,미분류,-1,가구,G201035,2020,8.97E+11,4.82E+11,4.14E+11,9.90E+11,94426
아이에스동서,115977,10780,비금속광물,10,건설,G201030,2015,1.84E+12,1.25E+12,5.97E+11,9.46E+11,43900
아이에스동서,115977,10780,비금속광물,10,건설,G201030,2016,2.07E+12,1.13E+12,9.40E+11,1.72E+12,45200
아이에스동서,115977,10780,비금속광물,10,건설,G201030,2017,2.27E+12,1.17E+12,1.11E+12,1.83E+12,34600
아이에스동서,115977,10780,비금속광물,10,건설,G201030,2018,2.18E+12,1.07E+12,1.11E+12,1.72E+12,30650
아이에스동서,115977,10780,비금속광물,10,건설,G201030,2019,2.88E+12,1.61E+12,1.27E+12,9.64E+11,32950
아이에스동서,115977,10780,비금속광물,10,건설,G201030,2020,3.62E+12,2.23E+12,1.39E+12,1.20E+12,54200
종근당,992871,185750,의약품,9,제약,G352020,2017,6.77E+11,2.74E+11,4.03E+11,8.84E+11,114244
종근당,992871,185750,의약품,9,제약,G352020,2018,7.11E+11,2.81E+11,4.31E+11,9.56E+11,92717
종근당,992871,185750,의약품,9,제약,G352020,2019,8.01E+11,3.26E+11,4.75E+11,1.08E+12,93102
종근당,992871,185750,의약품,9,제약,G352020,2020,9.46E+11,3.95E+11,5.52E+11,1.30E+12,230500
롯데칠성음료,120571,5300,음식료품,5,음료,G302010,2015,4.38E+12,2.02E+12,2.36E+12,2.30E+12,221919
롯데칠성음료,120571,5300,음식료품,5,음료,G302010,2016,4.65E+12,2.28E+12,2.37E+12,2.37E+12,146513
롯데칠성음료,120571,5300,음식료품,5,음료,G302010,2017,3.49E+12,2.17E+12,1.31E+12,2.28E+12,133207
롯데칠성음료,120571,5300,음식료품,5,음료,G302010,2018,3.31E+12,2.07E+12,1.24E+12,2.35E+12,139421
롯데칠성음료,120571,5300,음식료품,5,음료,G302010,2019,3.26E+12,2.03E+12,1.23E+12,2.43E+12,139500
롯데칠성음료,120571,5300,음식료품,5,음료,G302010,2020,3.47E+12,2.16E+12,1.30E+12,2.26E+12,108500
SK네트웍스,131780,1740,유통업,16,복합기업,G201050,2015,8.20E+12,5.68E+12,2.52E+12,2.04E+13,5510
SK네트웍스,131780,1740,유통업,16,복합기업,G201050,2016,8.62E+12,6.21E+12,2.41E+12,1.85E+13,6980
SK네트웍스,131780,1740,유통업,16,복합기업,G201050,2017,7.23E+12,4.88E+12,2.35E+12,1.52E+13,6670
SK네트웍스,131780,1740,유통업,16,복합기업,G201050,2018,7.77E+12,5.46E+12,2.31E+12,1.40E+13,5260
SK네트웍스,131780,1740,유통업,16,복합기업,G201050,2019,1.01E+13,7.83E+12,2.31E+12,1.31E+13,5940
SK네트웍스,131780,1740,유통업,16,복합기업,G201050,2020,8.77E+12,6.53E+12,2.25E+12,1.06E+13,4860
LIG넥스원,503668,79550,기계,12,우주항공과 국방,G201010,2015,1.75E+12,1.18E+12,5.77E+11,1.90E+12,102000
LIG넥스원,503668,79550,기계,12,우주항공과 국방,G201010,2016,1.79E+12,1.16E+12,6.32E+11,1.86E+12,79700
LIG넥스원,503668,79550,기계,12,우주항공과 국방,G201010,2017,2.01E+12,1.40E+12,6.04E+11,1.76E+12,59800
LIG넥스원,503668,79550,기계,12,우주항공과 국방,G201010,2019,2.32E+12,1.68E+12,6.34E+11,1.45E+12,31650
LIG넥스원,503668,79550,기계,12,우주항공과 국방,G201010,2020,2.60E+12,1.92E+12,6.73E+11,1.60E+12,30600
DL,109693,210,금융업,21,건설,G201030,2015,1.21E+13,7.26E+12,4.81E+12,9.51E+12,59728
DL,109693,210,금융업,21,건설,G201030,2016,1.24E+13,7.25E+12,5.15E+12,9.85E+12,79066
DL,109693,210,금융업,21,건설,G201030,2017,1.34E+13,7.71E+12,5.69E+12,1.23E+13,73734
DL,109693,210,금융업,21,건설,G201030,2018,1.28E+13,6.78E+12,6.05E+12,1.10E+13,91265
DL,109693,210,금융업,21,건설,G201030,2019,1.34E+13,6.71E+12,6.74E+12,9.70E+12,81867
DL,109693,210,금융업,21,건설,G201030,2020,1.39E+13,1.07E+13,3.21E+12,1.57E+12,0
영풍,141307,670,철강및금속,11,핸드셋,G452015,2015,3.99E+12,9.84E+11,3.00E+12,2.62E+12,1079000
영풍,141307,670,철강및금속,11,핸드셋,G452015,2016,4.13E+12,9.93E+11,3.14E+12,2.65E+12,1064000
영풍,141307,670,철강및금속,11,핸드셋,G452015,2017,4.80E+12,1.33E+12,3.47E+12,3.72E+12,1066000
영풍,141307,670,철강및금속,11,핸드셋,G452015,2018,4.72E+12,1.21E+12,3.51E+12,2.97E+12,739000
영풍,141307,670,철강및금속,11,핸드셋,G452015,2019,4.83E+12,1.13E+12,3.70E+12,3.08E+12,645000
영풍,141307,670,철강및금속,11,핸드셋,G452015,2020,5.00E+12,1.29E+12,3.71E+12,3.18E+12,532000
녹십자홀딩스,108135,5250,서비스업,26,제약,G352020,2015,2.06E+12,7.51E+11,1.31E+12,1.13E+12,42400
녹십자홀딩스,108135,5250,서비스업,26,제약,G352020,2016,2.25E+12,8.72E+11,1.38E+12,1.35E+12,23600
녹십자홀딩스,108135,5250,서비스업,26,제약,G352020,2017,2.56E+12,1.12E+12,1.44E+12,1.47E+12,39250
녹십자홀딩스,108135,5250,서비스업,26,제약,G352020,2018,2.63E+12,1.18E+12,1.45E+12,1.55E+12,24900
녹십자홀딩스,108135,5250,서비스업,26,제약,G352020,2019,2.77E+12,1.27E+12,1.51E+12,1.52E+12,22000
녹십자홀딩스,108135,5250,서비스업,26,제약,G352020,2020,3.24E+12,1.57E+12,1.67E+12,1.72E+12,43850
솔루엠,1159233,248070,"전기,전자",13,전자장비와 기기,G452030,2020,4.54E+11,3.38E+11,1.17E+11,1.08E+12,0
금호타이어,481454,73240,화학,8,자동차부품,G251010,2015,5.22E+12,3.96E+12,1.26E+12,3.04E+12,6700
금호타이어,481454,73240,화학,8,자동차부품,G251010,2016,5.12E+12,3.91E+12,1.21E+12,2.95E+12,8500
금호타이어,481454,73240,화학,8,자동차부품,G251010,2017,4.54E+12,3.61E+12,9.29E+11,2.88E+12,4350
금호타이어,481454,73240,화학,8,자동차부품,G251010,2018,4.22E+12,2.88E+12,1.34E+12,2.56E+12,5310
금호타이어,481454,73240,화학,8,자동차부품,G251010,2019,3.93E+12,2.64E+12,1.29E+12,2.37E+12,4190
금호타이어,481454,73240,화학,8,자동차부품,G251010,2020,3.85E+12,2.68E+12,1.17E+12,2.17E+12,3675
대한유화,260383,6650,화학,8,화학,G151010,2015,1.53E+12,4.93E+11,1.04E+12,1.73E+12,171500
대한유화,260383,6650,화학,8,화학,G151010,2016,1.76E+12,4.71E+11,1.29E+12,1.60E+12,272000
대한유화,260383,6650,화학,8,화학,G151010,2017,1.97E+12,4.97E+11,1.47E+12,1.78E+12,267000
대한유화,260383,6650,화학,8,화학,G151010,2018,1.98E+12,2.83E+11,1.70E+12,2.55E+12,153500
대한유화,260383,6650,화학,8,화학,G151010,2019,2.03E+12,2.48E+11,1.78E+12,2.07E+12,117000
대한유화,260383,6650,화학,8,화학,G151010,2020,2.13E+12,2.33E+11,1.89E+12,1.88E+12,233000
롯데관광개발,231372,32350,서비스업,26,"호텔, 레스토랑, 레저",G253010,2015,2.49E+11,83771415705,1.65E+11,44668145766,7660
롯데관광개발,231372,32350,서비스업,26,"호텔, 레스토랑, 레저",G253010,2016,3.62E+11,1.96E+11,1.66E+11,50376420169,6660
롯데관광개발,231372,32350,서비스업,26,"호텔, 레스토랑, 레저",G253010,2017,4.02E+11,2.29E+11,1.72E+11,70291534811,10134
롯데관광개발,231372,32350,서비스업,26,"호텔, 레스토랑, 레저",G253010,2018,5.07E+11,2.26E+11,2.81E+11,76076008694,14450
롯데관광개발,231372,32350,서비스업,26,"호텔, 레스토랑, 레저",G253010,2019,5.66E+11,2.68E+11,2.98E+11,88449397734,14300
롯데관광개발,231372,32350,서비스업,26,"호텔, 레스토랑, 레저",G253010,2020,1.20E+12,9.72E+11,2.26E+11,16769428645,15250
SK가스,144164,18670,유통업,16,가스 유틸리티,G551020,2015,4.08E+12,2.45E+12,1.63E+12,4.08E+12,71037
SK가스,144164,18670,유통업,16,가스 유틸리티,G551020,2016,4.07E+12,2.36E+12,1.71E+12,5.25E+12,127143
SK가스,144164,18670,유통업,16,가스 유틸리티,G551020,2017,4.35E+12,2.57E+12,1.78E+12,6.69E+12,92375
SK가스,144164,18670,유통업,16,가스 유틸리티,G551020,2018,3.76E+12,2.11E+12,1.64E+12,6.86E+12,69861
SK가스,144164,18670,유통업,16,가스 유틸리티,G551020,2019,4.08E+12,2.42E+12,1.66E+12,4.93E+12,84600
SK가스,144164,18670,유통업,16,가스 유틸리티,G551020,2020,4.50E+12,2.60E+12,1.90E+12,4.41E+12,104500
미원에스씨,1234297,268280,화학,8,화학,G151010,2019,3.12E+11,62545070863,2.49E+11,3.78E+11,71900
미원에스씨,1234297,268280,화학,8,화학,G151010,2020,3.27E+11,66014613786,2.61E+11,3.72E+11,104000
세방전지,133858,4490,"전기,전자",13,자동차부품,G251010,2015,1.00E+12,2.33E+11,7.68E+11,9.56E+11,40350
세방전지,133858,4490,"전기,전자",13,자동차부품,G251010,2016,1.09E+12,2.60E+11,8.27E+11,9.60E+11,37500
세방전지,133858,4490,"전기,전자",13,자동차부품,G251010,2017,1.15E+12,2.55E+11,8.90E+11,1.11E+12,35750
세방전지,133858,4490,"전기,전자",13,자동차부품,G251010,2018,1.27E+12,2.85E+11,9.82E+11,1.18E+12,35600
세방전지,133858,4490,"전기,전자",13,자동차부품,G251010,2019,1.51E+12,4.56E+11,1.05E+12,1.14E+12,37250
세방전지,133858,4490,"전기,전자",13,자동차부품,G251010,2020,1.51E+12,3.78E+11,1.14E+12,1.25E+12,73900
이노션,565154,214320,서비스업,26,광고,G502010,2015,1.43E+12,8.07E+11,6.24E+11,9.88E+11,70000
이노션,565154,214320,서비스업,26,광고,G502010,2016,1.68E+12,9.97E+11,6.78E+11,1.05E+12,57100
이노션,565154,214320,서비스업,26,광고,G502010,2017,1.63E+12,9.41E+11,6.86E+11,1.14E+12,73300
이노션,565154,214320,서비스업,26,광고,G502010,2018,1.74E+12,9.99E+11,7.42E+11,1.24E+12,62600
이노션,565154,214320,서비스업,26,광고,G502010,2019,2.08E+12,1.29E+12,7.81E+11,1.27E+12,70900
이노션,565154,214320,서비스업,26,광고,G502010,2020,2.04E+12,1.26E+12,7.84E+11,1.22E+12,59500
코스맥스,1009789,192820,화학,8,화장품,G252065,2015,4.39E+11,3.42E+11,96519735582,5.33E+11,176828
코스맥스,1009789,192820,화학,8,화장품,G252065,2016,6.66E+11,4.59E+11,2.07E+11,7.57E+11,114687
코스맥스,1009789,192820,화학,8,화장품,G252065,2017,9.34E+11,7.06E+11,2.28E+11,8.84E+11,117138
코스맥스,1009789,192820,화학,8,화장품,G252065,2018,1.06E+12,8.20E+11,2.42E+11,1.26E+12,129881
코스맥스,1009789,192820,화학,8,화장품,G252065,2019,1.20E+12,8.88E+11,3.16E+11,1.33E+12,78124
코스맥스,1009789,192820,화학,8,화장품,G252065,2020,1.19E+12,9.17E+11,2.72E+11,1.38E+12,97925
더블유게임즈,1010110,192080,서비스업,26,게임엔터테인먼트,G502040,2016,4.37E+11,58747431648,3.78E+11,1.56E+11,39550
태광산업,153393,3240,화학,8,화학,G151010,2015,3.82E+12,8.75E+11,2.95E+12,2.80E+12,1078000
태광산업,153393,3240,화학,8,화학,G151010,2016,3.82E+12,8.45E+11,2.98E+12,2.67E+12,960000
태광산업,153393,3240,화학,8,화학,G151010,2017,4.11E+12,9.35E+11,3.17E+12,2.92E+12,1317000
태광산업,153393,3240,화학,8,화학,G151010,2018,4.50E+12,9.98E+11,3.50E+12,3.11E+12,1321000
태광산업,153393,3240,화학,8,화학,G151010,2019,4.36E+12,8.73E+11,3.48E+12,2.92E+12,1066000
태광산업,153393,3240,화학,8,화학,G151010,2020,4.06E+12,7.25E+11,3.34E+12,1.74E+12,808000
미원상사,121932,2840,화학,8,화학,G151010,2015,2.31E+11,67619909412,1.64E+11,2.39E+11,26355
미원상사,121932,2840,화학,8,화학,G151010,2016,3.30E+11,90359268103,2.39E+11,3.02E+11,30757
